Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,14,Sat,08/10/2022,15:00,Swansea City,1,2–1,0.5,Sunderland,21088,"18,008",0.853945372,Weekend,323,Swansea.com Stadium,League game,Gavin Ward,Match Report
Championship,14,Sun,09/10/2022,12:00,Huddersfield,1.1,2–0,0.7,Hull City,24121,"18,628",0.772273123,Weekend,71,The John Smith's Stadium,League game,Tim Robinson,Match Report
Championship,9,Tue,11/10/2022,19:45,Wigan Athletic,1.5,1–0,0.2,Blackburn,25138,"13,611",0.541451189,Weekday,23,The DW Stadium,Rivalry,Joshua Smith,Match Report
Championship,9,Wed,12/10/2022,19:45,Bristol City,0.9,2–1,0.6,Preston,27000,"17,367",0.643222222,Weekday,202,Ashton Gate Stadium,League game,Keith Stroud,Match Report
Championship,15,Sat,15/10/2022,12:30,Luton Town,2,3–1,0.8,QPR,12056,"10,011",0.830374917,Weekend,35,Kenilworth Road Stadium,League game,Tony Harrington,Match Report
Championship,15,Sat,15/10/2022,12:30,Rotherham Utd,1.2,2–1,0.5,Huddersfield,12021,"11,006",0.915564429,Weekend,28,AESSEAL New York Stadium,League game,Jeremy Simpson,Match Report
Championship,15,Sat,15/10/2022,15:00,Cardiff City,0.7,0–1,1.9,Coventry City,33280,"19,861",0.596784856,Weekend,141,Cardiff City Stadium,League game,Robert Madley,Match Report
Championship,15,Sat,15/10/2022,15:00,Reading,1.2,0–2,0.6,West Brom,24161,"14,235",0.589172634,Weekend,120,Select Car Leasing Stadium,League game,Tim Robinson,Match Report
Championship,15,Sat,15/10/2022,15:00,Sheffield Utd,3.3,3–3,1.2,Blackpool,32050,"28,458",0.887925117,Weekend,92,Bramall Lane,League game,David Webb,Match Report
Championship,15,Sat,15/10/2022,15:00,Preston,0.2,0–2,1.1,Stoke City,23404,"17,498",0.747649974,Weekend,69,Deepdale Stadium,League game,Matt Donohue,Match Report
Championship,15,Sat,15/10/2022,15:00,Bristol City,0.6,1–2,2.2,Millwall,27000,"19,122",0.708222222,Weekend,126,Ashton Gate Stadium,League game,Gavin Ward,Match Report
Championship,15,Sat,15/10/2022,15:00,Middlesbrough,2,1–2,2,Blackburn,34742,"24,213",0.696937424,Weekend,99,Riverside Stadium,League game,Darren Bond,Match Report
Championship,15,Sat,15/10/2022,15:00,Sunderland,1,2–1,0.8,Wigan Athletic,49000,"37,060",0.756326531,Weekend,145,Stadium of Light,League game,Keith Stroud,Match Report
Championship,15,Sat,15/10/2022,15:00,Burnley,2,4–0,0.5,Swansea City,21944,"18,728",0.853445133,Weekend,212,Turf Moor,League game,Steve Martin,Match Report
Championship,15,Sat,15/10/2022,19:45,Watford,2.2,2–1,1.4,Norwich City,22220,"19,400",0.873087309,Weekend,115,Vicarage Road Stadium,League game,Darren England,Match Report
Championship,15,Sun,16/10/2022,15:00,Hull City,0.7,0–2,2,Birmingham City,25586,"16,587",0.648284218,Weekend,133,MKM Stadium,League game,Leigh Doughty,Match Report
Championship,16,Tue,18/10/2022,19:45,Swansea City,0.8,3–2,0.7,Reading,21088,"15,717",0.745305387,Weekday,149,Swansea.com Stadium,League game,Andrew Davies,Match Report
Championship,16,Tue,18/10/2022,19:45,Norwich City,0.6,0–1,0.3,Luton Town,27359,"25,846",0.944698271,Weekday,103,Carrow Road,League game,Oliver Langford,Match Report
Championship,16,Tue,18/10/2022,19:45,Huddersfield,0.5,0–1,1,Preston,24121,"18,357",0.7610381,Weekday,54,The John Smith's Stadium,League game,Andy Woolmer,Match Report
Championship,16,Tue,18/10/2022,20:00,Blackburn,0.9,2–0,1,Sunderland,31367,"15,171",0.483661173,Weekday,125,Ewood Park,League game,Craig Pawson,Match Report
Championship,16,Tue,18/10/2022,20:00,West Brom,0.9,0–2,0.8,Bristol City,26850,"21,004",0.782271881,Weekday,93,The Hawthorns,League game,Robert Madley,Match Report
Championship,16,Tue,18/10/2022,20:00,Stoke City,2.2,0–1,0.1,Rotherham Utd,30089,"18,036",0.599421716,Weekday,59,Bet365 Stadium,League game,Gavin Ward,Match Report
Championship,16,Wed,19/10/2022,19:45,Wigan Athletic,0.9,1–4,3.2,Middlesbrough,25138,"10,226",0.406794494,Weekday,119,The DW Stadium,League game,Leigh Doughty,Match Report
Championship,16,Wed,19/10/2022,19:45,Coventry City,1.3,1–0,1.1,Sheffield Utd,32609,"17,913",0.549326873,Weekday,84,Coventry Building Society Arena,League game,Keith Stroud,Match Report
Championship,16,Wed,19/10/2022,19:45,Blackpool,0.6,1–3,1,Hull City,17338,"9,884",0.570077287,Weekday,138,Bloomfield Road,League game,Joshua Smith,Match Report
Championship,16,Wed,19/10/2022,19:45,Birmingham City,1,1–1,0.8,Burnley,29409,"16,303",0.554354109,Weekday,120,St. Andrew's @ Knighthead Park,League game,Dean Whitestone,Match Report
Championship,16,Wed,19/10/2022,19:45,QPR,2.5,3–0,0.1,Cardiff City,18436,"12,805",0.694564982,Weekday,148,MATRADE Loftus Road Stadium,Rivalry,James Linington,Match Report
Championship,16,Wed,19/10/2022,20:00,Millwall,1.6,3–0,1.2,Watford,20146,"12,787",0.634716569,Weekday,23,The Den,League game,David Webb,Match Report
Championship,17,Sat,22/10/2022,12:30,Blackpool,0.9,4–2,1.7,Preston,17338,"13,632",0.786249856,Weekend,18,Bloomfield Road,Rivalry,Chris Kavanagh,Match Report
Championship,17,Sat,22/10/2022,15:00,Millwall,1.2,2–1,0.8,West Brom,20146,"15,212",0.755087859,Weekend,136,The Den,League game,Andy Madley,Match Report
Championship,17,Sat,22/10/2022,15:00,Middlesbrough,0.6,0–0,0.6,Huddersfield,34742,"23,661",0.681048875,Weekend,88,Riverside Stadium,League game,Andrew Davies,Match Report
Championship,17,Sat,22/10/2022,15:00,Sheffield Utd,2.9,2–2,1.4,Norwich City,32050,"30,035",0.937129485,Weekend,160,Bramall Lane,League game,Joshua Smith,Match Report
Championship,17,Sat,22/10/2022,15:00,Rotherham Utd,1.2,2–4,2.5,Hull City,12021,"11,220",0.933366608,Weekend,63,AESSEAL New York Stadium,League game,Steve Martin,Match Report
Championship,17,Sat,22/10/2022,15:00,Sunderland,0.7,2–4,0.7,Burnley,49000,"37,349",0.76222449,Weekend,113,Stadium of Light,League game,Tim Robinson,Match Report
Championship,17,Sat,22/10/2022,15:00,Reading,1.5,2–0,0.2,Bristol City,24161,"13,606",0.563138943,Weekend,81,Select Car Leasing Stadium,League game,John Busby,Match Report
Championship,17,Sat,22/10/2022,15:00,Blackburn,0.9,2–1,2,Birmingham City,31367,"14,092",0.449261963,Weekend,114,Ewood Park,League game,Gavin Ward,Match Report
Championship,17,Sat,22/10/2022,15:00,Stoke City,0.7,0–2,0.8,Coventry City,30089,"22,453",0.746219549,Weekend,62,Bet365 Stadium,League game,James Linington,Match Report
Championship,17,Sat,22/10/2022,15:00,QPR,0.8,2–1,1.4,Wigan Athletic,18436,"16,353",0.887014537,Weekend,204,MATRADE Loftus Road Stadium,League game,Dean Whitestone,Match Report
Championship,17,Sun,23/10/2022,12:00,Swansea City,1.5,2–0,0.2,Cardiff City,21088,"19,814",0.939586495,Weekend,43,Swansea.com Stadium,Rivalry,Darren Bond,Match Report
Championship,17,Sun,23/10/2022,12:00,Watford,2.3,4–0,1,Luton Town,22220,"19,282",0.867776778,Weekend,20,Vicarage Road Stadium,Rivalry,Robert Madley,Match Report
Championship,2,Tue,25/10/2022,19:45,Coventry City,2.2,2–2,1.6,Rotherham Utd,32609,"18,953",0.581219909,Weekday,87,Coventry Building Society Arena,League game,Andrew Davies,Match Report
Championship,9,Tue,25/10/2022,20:00,Burnley,1.6,1–0,0.8,Norwich City,21944,"14,858",0.677087131,Weekday,218,Turf Moor,League game,Tony Harrington,Match Report
Championship,18,Fri,28/10/2022,20:00,Birmingham City,0.7,2–0,1.7,QPR,29409,"19,007",0.646298752,Weekend,119,St. Andrew's @ Knighthead Park,League game,Tim Robinson,Match Report
Championship,18,Sat,29/10/2022,12:00,Bristol City,0.8,1–1,0.9,Swansea City,27000,"21,007",0.778037037,Weekend,80,Ashton Gate Stadium,League game,Andre Marriner,Match Report
Championship,18,Sat,29/10/2022,12:30,West Brom,0.9,0–2,1.3,Sheffield Utd,26850,"22,270",0.829422719,Weekend,88,The Hawthorns,League game,Dean Whitestone,Match Report
Championship,18,Sat,29/10/2022,15:00,Norwich City,2.1,3–1,1.6,Stoke City,27359,"26,159",0.956138748,Weekend,193,Carrow Road,League game,Keith Stroud,Match Report
Championship,18,Sat,29/10/2022,15:00,Burnley,1.2,2–1,0.6,Reading,21944,"18,684",0.851440029,Weekend,231,Turf Moor,League game,Jeremy Simpson,Match Report
Championship,18,Sat,29/10/2022,15:00,Luton Town,1.2,1–1,1.3,Sunderland,12056,"10,060",0.834439283,Weekend,254,Kenilworth Road Stadium,League game,James Linington,Match Report
Championship,18,Sat,29/10/2022,15:00,Coventry City,1.3,1–2,2,Blackpool,32609,"8,924",0.273666779,Weekend,142,Coventry Building Society Arena,League game,Darren Bond,Match Report
Championship,18,Sat,29/10/2022,15:00,Hull City,0.5,0–1,1.1,Blackburn,25586,"18,843",0.736457438,Weekend,110,MKM Stadium,League game,David Webb,Match Report
Championship,18,Sat,29/10/2022,15:00,Wigan Athletic,0.8,0–1,0.9,Watford,25138,"10,642",0.423343146,Weekend,188,The DW Stadium,League game,Matt Donohue,Match Report
Championship,18,Sat,29/10/2022,15:00,Huddersfield,1.2,1–0,0.9,Millwall,24121,"17,717",0.734505203,Weekend,194,The John Smith's Stadium,League game,Stephen Martin,Match Report
Championship,18,Sat,29/10/2022,15:00,Preston,0.7,2–1,1.2,Middlesbrough,23404,"16,984",0.725687917,Weekend,103,Deepdale Stadium,League game,Gavin Ward,Match Report
Championship,18,Sat,29/10/2022,15:00,Cardiff City,2,1–0,0.1,Rotherham Utd,33280,"17,395",0.522686298,Weekend,200,Cardiff City Stadium,League game,Oliver Langford,Match Report
Championship,19,Tue,01/11/2022,19:45,Luton Town,0.7,0–0,1,Reading,12056,"9,620",0.797942933,Weekday,57,Kenilworth Road Stadium,League game,John Brooks,Match Report
Championship,19,Tue,01/11/2022,19:45,Hull City,0.5,1–3,0.9,Middlesbrough,25586,"16,445",0.642734308,Weekday,82,MKM Stadium,League game,Dean Whitestone,Match Report
Championship,19,Tue,01/11/2022,19:45,Preston,1.1,1–0,1.1,Swansea City,23404,"13,631",0.582421808,Weekday,203,Deepdale Stadium,League game,John Busby,Match Report
Championship,19,Tue,01/11/2022,19:45,Coventry City,1.6,1–0,0.7,Blackburn,32609,"16,530",0.506915269,Weekday,128,Coventry Building Society Arena,League game,Tim Robinson,Match Report
Championship,19,Tue,01/11/2022,20:00,Bristol City,1.5,0–1,0.9,Sheffield Utd,27000,"17,437",0.645814815,Weekday,175,Ashton Gate Stadium,League game,Stephen Martin,Match Report
Championship,19,Tue,01/11/2022,20:00,West Brom,1.3,1–0,0.3,Blackpool,26850,"19,786",0.736908752,Weekday,121,The Hawthorns,League game,Gavin Ward,Match Report
Championship,19,Wed,02/11/2022,19:45,Cardiff City,0.9,1–2,1,Watford,33280,"17,036",0.511899038,Weekday,152,Cardiff City Stadium,League game,Keith Stroud,Match Report
Championship,19,Wed,02/11/2022,19:45,Birmingham City,0.3,0–0,0.4,Millwall,29409,"15,030",0.51106804,Weekday,129,St. Andrew's @ Knighthead Park,League game,Graham Scott,Match Report
Championship,19,Wed,02/11/2022,19:45,Huddersfield,1.4,0–2,1.2,Sunderland,24121,"19,341",0.801832428,Weekday,122,The John Smith's Stadium,League game,Oliver Langford,Match Report
Championship,19,Wed,02/11/2022,19:45,Norwich City,1.7,0–0,0.6,QPR,27359,"25,458",0.930516466,Weekday,126,Carrow Road,League game,Andrew Davies,Match Report
Championship,19,Wed,02/11/2022,19:45,Burnley,3.4,3–2,0.6,Rotherham Utd,21944,"17,572",0.800765585,Weekday,73,Turf Moor,League game,Leigh Doughty,Match Report
Championship,19,Wed,02/11/2022,19:45,Wigan Athletic,1,0–1,1.2,Stoke City,25138,"10,223",0.406675153,Weekday,50,The DW Stadium,League game,Samuel Barrott,Match Report
Championship,20,Fri,04/11/2022,20:00,Reading,1.2,1–2,0.9,Preston,24161,"11,777",0.487438434,Weekend,288,Select Car Leasing Stadium,League game,David Webb,Match Report
Championship,20,Sat,05/11/2022,12:30,Sheffield Utd,4,5–2,1.2,Burnley,32050,"28,924",0.902464899,Weekend,67,Bramall Lane,League game,Darren Bond,Match Report
Championship,20,Sat,05/11/2022,15:00,Blackburn,0.8,1–0,0.4,Huddersfield,31367,"15,179",0.483916218,Weekend,43,Ewood Park,League game,James Linington,Match Report
Championship,20,Sat,05/11/2022,15:00,Sunderland,0.7,0–1,1.9,Cardiff City,49000,"27,015",0.551326531,Weekend,310,Stadium of Light,League game,Andrew Davies,Match Report
Championship,20,Sat,05/11/2022,15:00,Stoke City,2,1–2,0.7,Birmingham City,30089,"22,459",0.746418957,Weekend,46,Bet365 Stadium,League game,Joshua Smith,Match Report
Championship,20,Sat,05/11/2022,15:00,QPR,0.6,0–1,1.7,West Brom,18436,"17,139",0.929648514,Weekend,123,MATRADE Loftus Road Stadium,League game,Thomas Bramall,Match Report
Championship,20,Sat,05/11/2022,15:00,Blackpool,1.8,0–1,0.6,Luton Town,17338,"11,452",0.660514477,Weekend,206,Bloomfield Road,League game,Tim Robinson,Match Report
Championship,20,Sat,05/11/2022,15:00,Millwall,1.9,0–0,0.4,Hull City,20146,"14,488",0.719150204,Weekend,198,The Den,League game,John Busby,Match Report
Championship,20,Sat,05/11/2022,15:00,Middlesbrough,1.7,1–1,1,Bristol City,34742,"23,899",0.687899373,Weekend,270,Riverside Stadium,League game,Matt Donohue,Match Report
Championship,20,Sat,05/11/2022,15:00,Rotherham Utd,1,1–2,2,Norwich City,12021,"10,913",0.907827968,Weekend,156,AESSEAL New York Stadium,League game,Dean Whitestone,Match Report
Championship,20,Sat,05/11/2022,15:00,Watford,1.5,0–1,1,Coventry City,22220,"20,164",0.907470747,Weekend,84,Vicarage Road Stadium,League game,Leigh Doughty,Match Report
Championship,20,Sat,05/11/2022,15:00,Swansea City,2,2–2,0.5,Wigan Athletic,21088,"16,644",0.789264036,Weekend,185,Swansea.com Stadium,League game,Craig Pawson,Match Report
Championship,4,Tue,08/11/2022,19:45,Coventry City,1,2–0,0.5,Wigan Athletic,32609,"17,227",0.528289736,Weekday,107,Coventry Building Society Arena,League game,Steve Martin,Match Report
Championship,9,Tue,08/11/2022,19:45,Cardiff City,0.8,2–3,1.6,Hull City,33280,"16,387",0.492397837,Weekday,253,Cardiff City Stadium,League game,James Bell,Match Report
Championship,9,Tue,08/11/2022,19:45,QPR,2.4,1–2,1.3,Huddersfield,18436,"12,769",0.69261228,Weekday,190,MATRADE Loftus Road Stadium,League game,Gavin Ward,Match Report
Championship,9,Tue,08/11/2022,19:45,Stoke City,0.6,2–0,1.9,Luton Town,30089,"18,095",0.601382565,Weekday,126,Bet365 Stadium,League game,Oliver Langford,Match Report
Championship,9,Tue,08/11/2022,19:45,Birmingham City,1.6,2–2,0.6,Swansea City,29409,"15,491",0.526743514,Weekday,154,St. Andrew's @ Knighthead Park,League game,Andy Woolmer,Match Report
Championship,9,Tue,08/11/2022,19:45,Sheffield Utd,1,0–1,0.6,Rotherham Utd,32050,"30,700",0.957878315,Weekday,8,Bramall Lane,League game,Keith Stroud,Match Report
Championship,9,Tue,08/11/2022,19:45,Blackpool,0.3,0–3,3.4,Middlesbrough,17338,"12,191",0.703137617,Weekday,120,Bloomfield Road,League game,Jeremy Simpson,Match Report
Championship,9,Tue,08/11/2022,20:00,Watford,2.1,2–0,0.3,Reading,22220,"18,847",0.84819982,Weekday,42,Vicarage Road Stadium,League game,James Linington,Match Report
Championship,21,Fri,11/11/2022,20:00,Birmingham City,1.5,1–2,0.6,Sunderland,29409,"18,702",0.635927777,Weekend,204,St. Andrew's @ Knighthead Park,League game,Andy Madley,Match Report
Championship,21,Sat,12/11/2022,15:00,West Brom,1.4,2–0,0.8,Stoke City,26850,"23,728",0.883724395,Weekend,47,The Hawthorns,League game,James Bell,Match Report
Championship,21,Sat,12/11/2022,15:00,Bristol City,1.2,0–0,0.1,Watford,27000,"23,501",0.870407407,Weekend,120,Ashton Gate Stadium,League game,David Webb,Match Report
Championship,21,Sat,12/11/2022,15:00,Preston,1.4,2–4,1.1,Millwall,23404,"15,184",0.648777987,Weekend,225,Deepdale Stadium,League game,Oliver Langford,Match Report
Championship,21,Sat,12/11/2022,15:00,Cardiff City,0.9,0–1,0.9,Sheffield Utd,33280,"18,700",0.561899038,Weekend,194,Cardiff City Stadium,League game,Matt Donohue,Match Report
Championship,21,Sat,12/11/2022,15:00,Hull City,0.7,1–2,0.7,Reading,25586,"15,997",0.625224732,Weekend,218,MKM Stadium,League game,Gavin Ward,Match Report
Championship,21,Sat,12/11/2022,15:00,Luton Town,1.4,1–1,0.4,Rotherham Utd,12056,"10,071",0.835351692,Weekend,131,Kenilworth Road Stadium,League game,Steve Martin,Match Report
Championship,21,Sat,12/11/2022,15:00,Norwich City,1,1–2,1,Middlesbrough,27359,"26,673",0.974925984,Weekend,230,Carrow Road,League game,Leigh Doughty,Match Report
Championship,21,Sat,12/11/2022,15:00,Huddersfield,1,0–0,0.9,Swansea City,24121,"17,852",0.740101986,Weekend,213,The John Smith's Stadium,League game,Ben Toner,Match Report
Championship,21,Sat,12/11/2022,15:00,Coventry City,1.3,2–0,0.8,QPR,32609,"23,201",0.711490693,Weekend,99,Coventry Building Society Arena,League game,Keith Stroud,Match Report
Championship,21,Sat,12/11/2022,15:00,Wigan Athletic,1.2,2–1,0.3,Blackpool,25138,"14,059",0.559272814,Weekend,37,The DW Stadium,Rivalry,Andrew Davies,Match Report
Championship,21,Sun,13/11/2022,12:30,Burnley,2.5,3–0,0.1,Blackburn,21944,"21,747",0.991022603,Weekend,15,Turf Moor,Rivalry,David Coote,Match Report
Championship,9,Sat,03/12/2022,12:30,Sunderland,1.9,3–0,1,Millwall,49000,"37,012",0.755346939,Weekend,290,Stadium of Light,League game,Tim Robinson,Match Report
Championship,22,Sat,10/12/2022,12:00,Blackburn,0.6,1–4,2.3,Preston,31367,"17,690",0.563968502,Weekend,11,Ewood Park,League game,Joshua Smith,Match Report
Championship,22,Sat,10/12/2022,12:30,Rotherham Utd,1.5,1–3,1.5,Bristol City,12021,"10,167",0.845769903,Weekend,182,AESSEAL New York Stadium,League game,Samuel Barrott,Match Report
Championship,22,Sat,10/12/2022,14:00,Reading,0.6,1–0,1,Coventry City,24161,"15,213",0.629651091,Weekend,101,Select Car Leasing Stadium,League game,Matt Donohue,Match Report
Championship,22,Sat,10/12/2022,15:00,Middlesbrough,1.7,2–1,0.2,Luton Town,34742,"23,187",0.667405446,Weekend,226,Riverside Stadium,League game,Gavin Ward,Match Report
Championship,22,Sat,10/12/2022,15:00,Millwall,1,1–1,0.6,Wigan Athletic,20146,"12,698",0.630298819,Weekend,207,The Den,League game,Keith Stroud,Match Report
Championship,22,Sat,10/12/2022,15:00,Swansea City,1.7,0–1,0.7,Norwich City,21088,"16,362",0.775891502,Weekend,307,Swansea.com Stadium,League game,Steve Martin,Match Report
Championship,22,Sat,10/12/2022,15:00,Sheffield Utd,1.5,1–0,0.2,Huddersfield,32050,"27,794",0.867207488,Weekend,28,Bramall Lane,League game,Darren Bond,Match Report
Championship,22,Sat,10/12/2022,15:00,Blackpool,0.6,0–0,1.4,Birmingham City,17338,"12,854",0.741377321,Weekend,127,Bloomfield Road,League game,Thomas Bramall,Match Report
Championship,22,Sat,10/12/2022,15:00,Stoke City,0.8,2–2,0.7,Cardiff City,30089,"20,111",0.668383795,Weekend,148,Bet365 Stadium,League game,Andy Woolmer,Match Report
Championship,22,Sun,11/12/2022,13:00,QPR,0.9,0–3,1.1,Burnley,18436,"14,299",0.775602083,Weekend,234,MATRADE Loftus Road Stadium,League game,Peter Bankes,Match Report
Championship,22,Sun,11/12/2022,15:00,Watford,1.5,0–0,0.7,Hull City,22220,"18,846",0.848154815,Weekend,180,Vicarage Road Stadium,League game,Dean Whitestone,Match Report
Championship,22,Mon,12/12/2022,20:00,Sunderland,1.5,1–2,0.7,West Brom,49000,"37,432",0.763918367,Weekday,203,Stadium of Light,League game,James Linington,Match Report
Championship,23,Fri,16/12/2022,20:00,Birmingham City,2,3–2,2,Reading,29409,"14,647",0.498044816,Weekend,109,St. Andrew's @ Knighthead Park,League game,Tim Robinson,Match Report
Championship,23,Sat,17/12/2022,15:00,Hull City,2.2,1–1,0.6,Sunderland,25586,"18,120",0.708199797,Weekend,138,MKM Stadium,League game,Gavin Ward,Match Report
Championship,23,Sat,17/12/2022,15:00,Bristol City,1.7,1–2,0.6,Stoke City,27000,"15,617",0.578407407,Weekend,140,Ashton Gate Stadium,League game,Geoff Eltringham,Match Report
